LineID,Clip,Timestamp-Begin,Timestamp-End,Line,Label 1 (Speaker),Label 2 (Speaker's gender),Label 3 (Target),Label 4 (Emotion),,,
238,1,18:51,18:52,姑姐俾錢呀！,Fiona,Female,何爸,Witty,,,
1,2,00:00,00:02,哇，睇下幾大。,Fiona,Female,"Audience, dad",Excited,,,
2,2,00:02,00:07,係啦，你記唔記得呀？我哋喺鯉魚門三百八十呀。,何爸,Male,Fiona,Proud,,,
3,2,00:07,00:10,呢個係馬拉嘅虎蝦。寄返嚟㗎，手臂咁大！,魚檔2（男),Male,"Fiona, dad",Enthusiastic,,,
4,2,00:10,00:13,嘩好大隻呀，仲大過塊面啊！,Fiona,Female,"Audience, dad",Impressed,,,
5,2,00:13,00:16,係啦，食咗肚痛冇得詐型呀！平時唔准㗎，個個都唔准㗎!,魚檔2（男),Male,"Fiona, dad",Humorous,,,
6,2,00:17,00:17,超甜呀！,Fiona,Female,"Audience, dad",Surprised,,,
7,2,00:18,00:19,呢個就係叫做加拿大蚌囉！,魚檔2（男),Male,"Fiona, dad",Informative,,,
8,2,00:19,00:20,孜然味。,店員（男),Male,"Fiona, dad",Neutral,,,
9,2,00:20,00:22,有蔥味同埋孜然味,Fiona,Female,"Audience, dad",Informative,,,
10,2,00:22,00:24,去打邊爐就精品。,何爸,Male,Fiona,Satisfied,,,
11,2,00:24,00:27,最後一年過冬要幫襯你啊？,Fiona,Female,偉哥,Friendly,,,
12,2,00:27,00:33,梗係要啦，俾阿蔡瀾搞到佢鬼咁火辣！嗱，呢個就全隻牛最貴㗎啦!,肉檔,Male,"Fiona, dad",Boastful,,,
13,2,00:34,00:36,呢個我退咗休冇得食。,何爸,Male,"Fiona, 偉哥",Sighing,,,
14,2,00:37,00:38,咩嘢叫做大戰九哥啊？,店員2(女),Female,Fiona,Curious,,,
15,2,00:38,00:39,你係咪去啫？,Fiona,Female,店員2(女),Challenging,,,
16,2,00:39,00:40,唔去！,店員2(女),Female,Fiona,Determined,,,
17,2,00:41,00:42,大家冬至快樂！,姪仔,Male,Audience,Cheerful,,,
18,2,00:43,00:44,好啦。俾個戲份你啦，最後。,Fiona,Female,姪仔,Playful,,,
19,2,01:00,01:02,歡迎大家返嚟我哋嘅Channel。講口號！,Fiona,Female,Audience,Energetic,,,
20,2,01:02,01:04,逢星期六要family day。,何爸,Male,Audience,Determined,,,
21,2,01:04,01:06,提早做冬！,Fiona,Female,Audience,Excited,,,
22,2,01:07,01:08,冬至要好豐富㗎喎！,何爸,Male,Fiona,Anticipating,,,
23,2,01:08,01:08,係呀。,Fiona,Female,何爸,Neutral,,,
24,2,01:08,01:09,冬大過年呀嘛。,何爸,Male,Audience,Informative,,,
25,2,01:10,01:30,"係！因為呢今日我阿哥啦，都會嚟我屋企度打邊爐嘅。咁點解打邊爐呢？就係因為好似唔使搞，最後又要花費好多功夫去買餸啦，又要籌備一個好豐富嘅打邊爐宴啦，就招待成家人嚟我屋企打邊爐就招待成家人嚟我屋企打邊爐喇背後又要花費好多功夫去買餸啦，會籌備一個好豐富嘅打邊爐宴呢就招待成家人嚟我屋企打邊爐。
咁你今日嘅路線呢就係旺角九龍城，咁知唔知買啲咩呢？",Fiona,Female,"Audience, dad",Narrative,,,
26,2,01:31,01:33,嘩，今日犀利喇。旺角梗係買海鮮啦！,何爸,Male,Fiona,Excited,,,
27,2,01:34,01:34,係！,Fiona,Female,何爸,Neutral,,,
28,2,01:35,01:42,咁去九龍城搵三寶。嗱，邊三寶呢？一陣間賣個關子。,何爸,Male,Audience,Playful,,,
29,2,01:42,01:45,其實好多人都知。不如我哋攞千五蚊出嚟。,Fiona,Female,何爸,Determined,,,
30,2,01:46,01:47,嘩，千五蚊真係好豐富喎！,何爸,Male,Fiona,Surprised,,,
31,2,01:47,01:57,"今日五個大人，阿陳生今日去咗旅行。
五個大人加一個小朋友。咁就千五蚊去籌備呢個做冬飯睇吓有啲咩。其實可能最後會 over budget。",Fiona,Female,"Audience, dad",Planning,,,
32,2,01:57,01:58,唔使啩 。,何爸,Male,Fiona,Skeptical,,,
33,2,01:58,02:02,咁我哋而家去旺角街市買海鮮喇！,Fiona,Female,Audience,Energetic,,,
34,2,02:14,02:20,培哥、培嫂！嘩！自己親自喺度做啊！,Fiona,Female,"培哥, 培嫂",Warm,,,
35,2,02:20,02:34,你應該介紹個妹俾我識嘛！介紹老竇俾我識。你好，我隻手污糟。今日有好多嘢食㗎，啲花竹呢，呢兩日賣二百零蚊一斤。嗰啲馬拉虎蝦又貴囉。,培哥,Male,"Fiona, 何爸",Friendly/Sales,,,
36,2,02:34,02:40,下個禮拜六出呢冬至會唔會貴好多啊？,Fiona,Female,培哥,Curious,,,
37,2,02:40,02:41,會貴呀。會貴呀。,培哥,Male,Fiona,Informative,,,
38,2,02:41,02:42,貴好多啊，冬至。,Fiona,Female,培哥,Concerned,,,
39,2,02:42,03:02,"因為佢凍呀嘛，周圍都入冬。
例如如果今日蟶子咁，早輪賣90幾蚊呢兩日賣180 蚊，賣240蚊
因為佢嗰邊又落雪呀，又出唔到海，之間就貴咗好多。
早輪買90幾蚊蟶子咁樣好似
呢啲喺馬拉返嚟嘅，大概係半斤10両一隻啦
呢排呢啲花竹呢可能佢可能佢呢就休漁期之後連續打咗幾下風，咁呀…",培哥,Male,"Fiona, 何爸",Professional,,,
40,2,03:11,03:12,本身咁大隻㗎？,Fiona,Female,培哥,Surprised,,,
41,2,03:12,03:26,"好大隻呀
佢280蚊。佢呢個時間本身年年都四百幾㗎。 
咁點解二百幾蚊？二百零蚊食到呢？就係因為打咗幾下風未捉到佢咁而家出返啦，同埋啱啱做冬前都有平花竹食囉！
",培哥,Male,"Fiona, 何爸",Enthusiastic,,,
42,2,03:27,03:27,好大隻呀!,何爸,Male,Fiona,Amazed,,,
43,2,03:27,03:54,"嗱，你可以攪一斤背，五個人攪一斤。
個頭攞去打邊爐啦，個尾我幫你拖佢刺身啦，好冇？
嗱，咁象拔蚌就好喇。
我幫你切埋吖嘛。
呢個夠你食㗎喇，呢個大概呢就係乾申請呢就係一斤10両到啦，大概就係六百零蚊到，野生蚌嚟嘅。
有啲雪白色嘅加拿大貨，野山貨；
有啲就係咁黃色嘅，呢啲係堅嘢囉，出嚟就黃色呀白色嘅。
",培哥,Male,"Fiona, 何爸",Expert,,,
44,2,03:55,03:56,係咪成隻都可以食㗎？,Fiona,Female,培哥,Inquisitive,,,
45,2,03:56,04:23,"係喇，你生食就唔會一浸鹹水味囉。
鹹水味就好似好腥嗰啲就係平囉！
咁呢啲就食完個口就放甜嘅。
好，呢度一斤。大隻嘅就有五六隻啦，細隻嘅就有六隻，咁就11隻囉。
呢度280蚊。
好，象拔蚌，我幫你秤一秤先。
就560蚊。
",培哥,Male,"Fiona, 何爸",Informative,,,
46,2,04:23,04:23,包唔包切呀？,Fiona,Female,培哥,Clarifying,,,
47,2,04:23,04:41,"嗱，幫你切埋嘅係。
而家去打邊爐呢，啲蠔就必食嘅。
呢個呢就係叫做神州蠔汕尾蠔神州蠔。就如果你講係本地號呢，佢就應該係天花板喇。可以試吓啦。
正價係百一蚊嘅，我收你一舊水啦。
",培哥,Male,"Fiona, 何爸",Generous,,,
48,2,04:41,04:42,有冇啲特別啲啊？,Fiona,Female,培哥,Inquisitive,,,
49,2,04:42,04:43,特別啲蝴蝶蚌囉！,培哥,Male,Fiona,Suggestive,,,
50,2,04:43,04:45,蝴蝶蚌多唔多地方有得賣呀？有間越南粉面檔呢，佢嗰啲椰水呢，煮好好食㗎。,Fiona,Female,培哥,Knowledgeable,,,
51,2,04:45,04:56,係啊係啊係啊係啊，好清㗎，嗰陣味好清㗎，係冇錯冇錯。哇，你咁勁嘅？哇，我哋我哋都未識食，你又識食。,培哥,Male,Fiona,Impressed,,,
52,2,04:56,05:01,但係，但係一百四十八，呢個價錢都算OK㗎，我見過有啲係一九八囉。,Fiona,Female,培哥,Analytical,,,
53,2,05:01,05:16,唉，佢而家咁你而家經濟咁差，嗰啲販貨嗰啲人，翻幾百斤幾百斤，佢哋賺少啲，我哋咪我哋咪又又為大家為咯， 大家都有個虛位囉。但因應個市場海鮮，都係嗰句海鮮價。100蚊。,培哥,Male,"Fiona, 何爸",Resigned,,,
54,2,05:17,05:18,喂，呢度total幾多錢呀？,Fiona,Female,培哥,Curious,,,
55,2,05:18,05:27,1040。咁呀1040通常過$1000陪哥就送少少墨魚膠你食啦！好過八折啦！今晚夠食㗎喇？,培哥,Male,"Fiona, 何爸",Generous,,,
56,2,05:28,05:38,咁多年呢培哥都係金毛培嚟㗎。佢係冇變過。所以呢大家嚟到呢旺角呢個街市可以認住佢有嘜頭就係金毛嘅，但係我講可能有折。,Fiona,Female,Audience,Appreciative,,,
57,2,05:38,05:39,有有有,培哥,Male,Fiona,Cheerful,,,
58,2,05:40,05:50,"送墨魚膠，其實個個都有送。
係真係日日好早起身，落去流浮山市場度買海鮮。
雖然佢揾好多啦，佢揾到但係...
",Fiona,Female,Audience,Narrative,,,
59,2,05:51,05:52,哎呀都唔係㗎，我鍾意食海鮮。,培哥,Male,Fiona,Humble,,,
60,2,05:53,05:56,佢揾到但係日日都喺度做嘢啦，完全係冇停過嘅。,Fiona,Female,Audience,Respectful,,,
61,2,05:57,05:57,冇停過，冇停過。,培哥,Male,Fiona,Determined,,,
62,2,05:58,05:59,初一先休息。,何爸,Male,"Fiona, 培哥",Informative,,,
63,2,05:59,06:06,淨係初一。初一我哋會去拜吓神啊，係啦，係嗰啲天后廟啊。,培哥,Male,"Fiona, 何爸",Devotional,,,
64,2,06:06,06:09,每次揾佢呢都係嗰啲WhatsApp勁快咁講完收綫。,Fiona,Female,Audience,Playful,,,
65,2,06:09,06:13,你知唔知啊？正話我嚟到啊，哎呀，金毛唔得閒呀，今日好忙啊。,何爸,Male,Fiona,Observational,,,
66,2,06:13,06:13,係呀。,培哥,Male,何爸,Neutral,,,
67,2,06:14,06:19,喺流浮山市場入貨呢，其實有咩唔同呢？令到你個海鮮檔有咩唔同呀？,Fiona,Female,培哥,Inquisitive,,,
68,2,06:19,07:02,因為我住喺新界，都幾十年啦都喺嗰度買嘅。我住喺新界，都幾十年啦都喺嗰度買嘅。其實有各個地方嘅市場呢有各個地方嘅特色嘅。打個比喻，我流浮山就冇啲本地艇仔漁船嘅，咁佢嗰邊有啲本地艇仔漁船嘅咪有優勢囉。咁我哋嗰邊呢就啱啱近住蛇口，咪有啲大陸人嗰啲漁船捉到啲嘢呢，就喺個海陸中間個海陸交收，因為唔俾過嚟啦嘛而家。咁我哋咪有優勢又平啲囉。咁即係各個海鮮市場有各個嘅嘅特色嘅。打個比喻你問佢攞條野生金鼓俾你食，冇啊，鱲魚仔金鼓仔。咁我哋係有呀，因為我哋仲有啲人喺個蠔牌度作業緊，捉到可以賣平啲俾我哋賣，我再賣出嚟，我哋入邊入邊有空間去賺錢囉。,培哥,Male,"Fiona, 何爸",Informative/Expert,,,
69,2,07:02,07:05,培哥就係流浮山人嚟嘅。,Fiona,Female,Audience,Informative,,,
70,2,07:05,07:06,係呀，流浮山人。,培哥,Male,Fiona,Proud,,,
71,2,07:06,07:07,咁變咗對流浮山係好熟悉嘅。,Fiona,Female,Audience,Analytical,,,
72,2,07:07,07:12,蠔啦。所以我哋買嘅蠔呢都四個品種、五個品種。,培哥,Male,"Fiona, 何爸",Professional,,,
73,2,07:12,07:13,哦！即係都特別多啲嘅！,Fiona,Female,培哥,Impressed,,,
74,2,07:13,07:20,嚟緊仲有個本地蠔出，六個品種咁樣。咁你一諗起食蠔就要搵我，有蠔賣呀嘛。就要為我哋㗎啦。,培哥,Male,"Fiona, 何爸",Enthusiastic,,,
75,2,07:21,07:21,流浮山人。,何爸,Male,培哥,Observational,,,
76,2,07:21,07:24,係好多個兄弟姊妹。,Fiona,Female,Audience,Informative,,,
77,2,07:24,07:25,我係排11 㗎嘛。,培哥,Male,"Fiona, 何爸",Proud,,,
78,2,07:25,07:25,11個。,何爸,Male,Fiona,Surprised,,,
79,2,07:26,07:28,全部都係做海鮮檔㗎。,Fiona,Female,Audience,Informative,,,
80,2,07:28,07:30,好犀利呀，我屋企得八個。,何爸,Male,"Fiona, 培哥",Humble,,,
81,2,07:34,07:37,咁你知啦，咁多兄弟姊妹梗係要做啦！,培哥,Male,何爸,Practical,,,
82,2,07:37,07:39,佢哋係真係正宗漁民嚟㗎。,Fiona,Female,Audience,Respectful,,,
83,2,07:39,07:51,漁民之後呢就冇做漁民就轉做喺流浮山度做蠔。原來得一季唔幾搵到食啦咁樣。大家轉做海鮮啦，轉返做海鮮咁樣，一做做咗幾廿年。,培哥,Male,"Fiona, 何爸",Informative,,,
84,2,07:51,07:52,咁浮誇嘅你哋？,Fiona,Female,培哥,Playful,,,
85,2,07:52,07:53,我不嬲都係咁浮誇，你知㗎。,培哥,Male,Fiona,Cheerful,,,
86,2,07:54,07:55,真係平時都係咁㗎？,Fiona,Female,培哥,Curious,,,
87,2,07:55,08:12,係啊。就正正因為係咁我好簡單咋嘛！我請個做個...我哋我哋啲刀手呢，全部請過呢，佢哋要喺喺喺做壽司鋪做過嗰啲咪出嚟幫我手咁樣咪。可以有呢啲質素囉。,培哥,Male,"Fiona, 何爸",Proud,,,
88,2,08:12,08:13,但唔使加錢㗎?,Fiona,Female,培哥,Inquisitive,,,
89,2,08:13,08:17,唔使加，咁咪整好俾你哋食囉聯。呢個係我哋嘅心意嚟嘅。,培哥,Male,Fiona,Kind,,,
90,2,08:18,08:19,係咪個個都係咁㗎？,何爸,Male,培哥,Doubtful,,,
91,2,08:20,08:21,係咪咁㗎？,Fiona,Female,培哥,Curious,,,
92,2,08:21,09:09,搞錯！人哋個個都知啦！平時呢就冇檸檬嘅，可能一嚿啫，一嚿兩嚿檸檬，咁我幫你砌靚啲囉。。嗰啲係膏嚟㗎，啲蝦膏嚟嘅。咁一陣間claim咗佢出嚟就磨落去個豉油芥辣度，先點個蝦嚟食。佢大隻嗰啲兩斤半三斤重， 兩斤半三斤重嗰啲呢就賣好貴㗎，賣成三百八蚊斤。嗰啲大隻，呢啲細隻呢就賣兩百蚊一斤到。你大概一斤都係兩嚿零水㗎啫。,培哥,Male,"Fiona, 何爸",Informative/Expert,,,
93,2,09:09,09:09,幾錢呀？,何爸,Male,培哥,Curious,,,
94,2,09:09,09:13,一隻大概十四兩一斤到都係兩百蚊到。,培哥,Male,何爸,Informative,,,
95,2,09:13,09:15,香港食澳龍難啲下而家。去晒大陸喎。,何爸,Male,培哥,Conversational,,,
96,2,09:15,09:15,係。,培哥,Male,何爸,Neutral,,,
97,2,09:16,09:17,爸，太太呀。,Fiona,Female,何爸,Identifying,,,
98,2,09:17,09:18,係，太太。,何爸,Male,培嫂,Friendly,,,
99,2,09:20,09:22,阿爸，你多啲嚟我度啊，阿爸。,培嫂,Female,何爸,Welcoming,,,
100,2,09:22,09:40,"嗱，啱啱出貨喇。貨到喇。嗱，呢個時間。我哋每日準時點零就出㗎啦。
龍蝦刺身。有個頭你自己碎咗擺湯底啦！
墨魚膠，送嘅。
OK。123456，六樣嘢。
",培哥,Male,"Fiona, 何爸",Energetic,,,
101,2,09:40,09:41,幾多錢？,Fiona,Female,培哥,Curious,,,
102,2,09:41,09:43, 1280蚊。,培哥,Male,Fiona,Informative,,,
103,2,09:43,09:44,嘩，好意頭啊。,何爸,Male,培哥,Satisfied,,,
104,2,09:49,10:52,"九龍城喇！咁呢，當然九龍城要幫襯我哋平時幫襯開㗎啦。 
但係呢，其實我呢一年呢發掘咗一間好店。咁其實呢，就係一間批發嘅鋪頭嚟嘅。咁佢呢唔係喺一個九龍城好旺嘅位置啦，就係喺個打鼓嶺道。咁呢佢就差唔多批發俾好多間嘅唔同公司啦。咁包括九龍城有好多譬如牛嘅多啲牛丸啊，或者啲咩呢，其實都係由佢呢間供貨嘅。甚至佢個炸魚皮都係佢哋自己炸啦。咁同埋呢，其中有一個我覺得好特別呢，就係羊肉魚皮餃。咁呢個羊肉魚皮餃呢，我喺出面坊間就真係搵唔到喇。暫時我就係知道佢有嘅啫。咁如果大家喺坊間見到有呢，就歡迎留言話俾我聽啦。咁呢個呢就要好好咁樣推介俾大家嘅。其實佢間鋪頭係超級低調。同埋呢，之前我係其實俾佢個檔口係outlook係有啲覺得嚇親嘅。因為門市係有得買嘅。咁所以呢大家係可以入嚟隨便睇吓嘅。
",Fiona,Female,Audience,Narrative/Informative,,,
105,2,10:52,10:53,咦！係咪到喇？,何爸,Male,Fiona,Anticipating,,,
106,2,10:53,10:59,到喇，到喇。年青有為嘅CEO啊。點解會有呢門嘢出現嘅？,Fiona,Female,店主（男）,Admiring/Inquisitive,,,
107,2,10:59,11:14,有個菜係魚加羊吖嘛，魚咬羊呀嘛。所以我就諗吓，不如我就整個魚皮餃出嚟囉。反正我啲魚皮餃都係自己做，都係手工魚皮餃。有蔥味同孜然味囉，有兩隻味。,店主（男）,Male,"Fiona, 何爸",Professional/Creative,,,
108,2,11:14,11:16,孜然味，打邊爐啦。,何爸,Male,店主（男）,Suggestive,,,
109,2,11:17,11:20,係呀，鍾意食羊就啱啦。,店主（男）,Male,何爸,Friendly,,,
110,2,11:20,11:22,我最鍾意食羊啊。,何爸,Male,店主（男）,Excited,,,
111,2,11:22,11:23,呢個係蔥味。,店主（男）,Male,何爸,Informative,,,
112,2,11:25,11:26,分到㗎，真係?,Fiona,Female,店主（男）,Skeptical,,,
113,2,11:26,11:27,分唔到 分唔到嘅。,店主（男）,Male,Fiona,Honest,,,
114,2,11:28,11:29,不過幾次門口唔敢入嚟。,Fiona,Female,店主（男）,Humble,,,
115,2,11:30,11:31,點解唔入？唔夠膽入嚟啊？,店主（男）,Male,Fiona,Curious,,,
116,2,11:30,11:36,因為冇人啊。因為後尾先知原來你做批發啊。,Fiona,Female,店主（男）,Explaining,,,
117,2,11:37,11:57,因為我哋好早啊，我哋六點鐘就開始包裝啊，跟住送貨啊。係啦，跟住到晏晝嘅時候，我哋就喺度改下魚皮啊。我哋有兩款魚皮囉。呢隻係有骨嘅門鱔魚皮。係啦，同埋呢隻就係龍脷柳淡水嘅。啊，即係平時打邊爐嗰啲魚皮,店主（男）,Male,"Fiona, 何爸",Informative,,,
118,2,11:57,12:17,"呢個係點解，雖然九龍城都有好多門鱔嘅檔口呢，都有賣呢樣嘢，但係其實都係背後都係有佢功課嘅。
咁呢個呢就硬脆啲啦。咁呢個就平時魚蛋分嗰隻薄身啲嘅。咁我自己就中意食呢隻多啲。",Fiona,Female,Audience,Knowledgeable,,,
119,2,12:18,12:28,呢隻會有限量。係啦，因為呢啲門鱔都係野生嘅，所以變咗海嘅嘢就會有限量。通常都成日都賣曬。,店主（男）,Male,"Fiona, 何爸",Professional,,,
120,2,12:29,12:41,呢啲買一包，都七八個人呢夠食㗎啦。一人有兩片㗎嘛。我哋打邊爐就精品。,何爸,Male,Fiona,Determined,,,
121,2,12:41,12:42,可以擺幾耐呀？,Fiona,Female,店主（男）,Inquisitive,,,
122,2,12:43,12:45,呢啲可以擺半個月都冇問題。,店主（男）,Male,Fiona,Informative,,,
123,2,12:51,12:53,而家呢，我哋就去搵呢個三寶啦。,Fiona,Female,Audience,Energetic,,,
124,2,12:54,13:05,我知道呢，有三寶太監。我又知道東北有三寶，人參，貂皮，烏拉草。九龍城有冇三寶呢？,何爸,Male,"Fiona, Audience",Playful,,,
125,2,13:05,13:29,"有。馮姐、輝哥同偉哥，我諗大家有睇開米字嘅觀眾，亦有睇過《九龍城重建》嘅專題啦。咁confirm咗偉哥呢，真係做到農歷新年之前，即係年三十晚。 
特登幫襯返偉哥就係，因為今日就真係最後一年冬至同偉哥買豬肉。嚇死我啦，佢話你去大陸啊！ ",Fiona,Female,"Audience, 偉哥",Informative/Warm,,,
126,2,13:29,13:30,啱啱想行。,偉哥,Male,Fiona,Joking,,,
127,2,13:31,13:32,過冬要幫襯你啊。,Fiona,Female,偉哥,Determined,,,
128,2,13:32,13:34,梗係要啦。點啊？今日？,偉哥,Male,Fiona,Welcoming,,,
129,2,13:35,13:36,打邊爐，五個人。,Fiona,Female,偉哥,Direct,,,
130,2,13:36,13:49,五個人打邊爐。嗱，呢件係肉眼。肉眼後便呢條筋就叫做肉眼筋。嗱呢嚿。,偉哥,Male,"Fiona, 何爸",Professional,,,
131,2,13:50,13:51,我記得有兩隻嘅。,Fiona,Female,偉哥,Knowledgeable,,,
132,2,13:51,13:52,有三隻。,偉哥,Male,Fiona,Correcting,,,
133,2,13:53,13:54,一隻冇咁肥，一隻肥啲嘅。,Fiona,Female,偉哥,Inquisitive,,,
134,2,13:54,14:06,呢嚿叫做爽肉，就唔同頸肉嘅。嗱，呢啲叫頸肉。 兩樣嘢，呢樣嘢人地誤會咗。見唔見到個樣好似但唔一樣。,偉哥,Male,"Fiona, 何爸",Expert,,,
135,2,14:06,14:07,好似喎真係。,Fiona,Female,偉哥,Surprised,,,
136,2,14:07,15:00,"你哋唔識，我話咩就咩喇。另外一嚿金沙青囉。俾阿蔡瀾搞到佢鬼咁火辣！嗰日蔡蘭嚟話冇胃口。咁我話切咗俾佢，俾佢整僵啲。跟住而家佢變咗主力。淨係食呢隻，唔食第二隻連阿洪金寶嗰日嚟，我要呢隻！又係要呢隻而家。呢隻呢就一條京都骨。後面呢塊，所以冇㗎啦得咁多㗎啦成隻嘢㗎啦。
好好食㗎打邊爐。如果食唔晒呢，我幫你切幼一啲。你今晚返去蒸蝦膏，切少少薑絲落去，蒸蝦膏，好好食。送到兩碗飯啊！真係送兩碗飯㗎，唔係講笑。
",偉哥,Male,"Fiona, 何爸",Boastful/Sales,,,
137,2,15:00,15:02,真係做到年三十係嘛?,Fiona,Female,偉哥,Clarifying,,,
138,2,15:02,15:25,應該係啦，如無意外。唔好有意外啦。嗱，呢個就係講嘅肉眼筋囉。肉眼筋佢食嘅時候就有啲膠咁樣。呢度，如果外人嚟買呢，就一百蚊度啦。,偉哥,Male,"Fiona, 何爸",Informative,,,
139,2,15:33,15:33,吊龍。,Fiona,Female,偉哥,Identifying,,,
140,2,15:33,15:41,吊龍呀最重用味囉！ 嗱，呢個眼邊囉，大陸就叫吊龍拌囉，我哋叫肉眼邊囉。,偉哥,Male,"Fiona, 何爸",Expert,,,
141,2,15:42,15:43,呢個好靚喎。,Fiona,Female,偉哥,Admiring,,,
142,2,15:43,15:45,呢個係全隻牛最貴嘅牛肉啦呢個。,偉哥,Male,Fiona,Boastful,,,
143,2,15:45,15:47,點解最貴呢？,Fiona,Female,偉哥,Inquisitive,,,
144,2,15:47,15:51,因為佢係最最最好食嗰個囉。最少份量囉。,偉哥,Male,Fiona,Expert,,,
145,2,15:51,15:54, 咁如果要買呢啲牛肉有咩功略啊？,Fiona,Female,偉哥,Inquisitive,,,
146,2,15:54,15:56,冇，早啲嚟咪有囉。,偉哥,Male,Fiona,Blunt/Honest,,,
147,2,15:57,15:57,幾點嚟啊？通常要。,Fiona,Female,偉哥,Inquisitive,,,
148,2,15:58,15:59,上晝嚟囉。,偉哥,Male,Fiona,Direct,,,
149,2,16:15,16:16,呢個叫脊位囉。,偉哥,Male,Fiona,Informative,,,
150,2,16:16,16:17, 脊位。,Fiona,Female,偉哥,Neutral,,,
151,2,16:17,16:21,鮮牛脊，即係呢個出面叫公仔頭，咪呢個囉。,偉哥,Male,Fiona,Expert,,,
152,2,16:21,16:22,都係食啲咩嘅肉？,Fiona,Female,偉哥,Curious,,,
153,2,16:22,16:23,呢個好重肉味㗎。,偉哥,Male,Fiona,Determined,,,
154,2,16:24,16:26,咁吊龍定係呢個肉味勁啲㗎？,Fiona,Female,偉哥,Inquisitive,,,
155,2,16:26,16:34,另一個位嚟㗎。係嗰個，嗰啲叫脊頭啦，都係叫公仔頭呢個。俾晒佢啦，搞掂！,偉哥,Male,Fiona,Decisive,,,
156,2,16:40,16:41,鳳姐你着衫啦！,Fiona,Female,鳳姐,Playful,,,
157,2,16:41,16:42,哇，係！ 喂，你好！,鳳姐,Female,"Fiona, 何爸",Energetic,,,
158,2,16:42,16:43,你好！,何爸,Male,鳳姐,Friendly,,,
159,2,16:44,16:44,鳳姐!,Fiona,Female,鳳姐,Welcoming,,,
160,2,16:44,16:45,又踩到場啦！,鳳姐,Female,Fiona,Cheerful,,,
161,2,16:46,16:48,點解你仲有件粉紅色衫出嚟？,Fiona,Female,鳳姐,Curious,,,
162,2,16:48,16:50,迎合你啊嘛。,鳳姐,Female,Fiona,Playful,,,
163,2,16:53,17:00,我哋嚟幫手我哋。咁襟撈嘅鳳姐。,Fiona,Female,"Audience, 鳳姐",Respectful,,,
164,2,17:09,17:13,熱豆漿，三個。無糖得唔得㗎？,何爸,Male,鳳姐,Requesting,,,
165,2,17:13,17:16,唔得，少甜啦。,鳳姐,Female,何爸,Decisive,,,
166,2,17:18,17:20,跟住要個椒三寶。,Fiona,Female,鳳姐,Ordering,,,
167,2,17:21,17:22,青椒三寶。,鳳姐,Female,Fiona,Confirming,,,
168,2,17:22,17:23,做節啊今晚。,Fiona,Female,鳳姐,Friendly,,,
169,2,17:23,17:25,下次你玩，我跟埋去啊。,鳳姐,Female,Fiona,Hoping,,,
170,2,17:25,17:26,好啊，你上嚟我屋企呀。,Fiona,Female,鳳姐,Welcoming,,,
171,2,17:26,17:27,喺邊度？,鳳姐,Female,Fiona,Curious,,,
172,2,17:27,17:28,打邊爐今晚上埋嚟我屋企呀。,Fiona,Female,鳳姐,Hospitable,,,
173,2,17:34,17:36,而家鳳姐好紅㗎，你知唔知呀？,何爸,Male,"Fiona, 鳳姐",Proud,,,
174,2,17:36,17:40,我行埋一邊啊，同Fiona俾。,鳳姐,Female,何爸,Modest,,,
175,2,17:42,17:55,仲未貼我張相。爭取機會嚟飲一碗熱嘅豆漿啊。爭取機會呀，真係。,Fiona,Female,Audience,Energetic,,,
176,2,17:55,17:55,真係好濃啊！,何爸,Male,Fiona,Surprised,,,
177,2,17:58,18:04,同埋佢嗰種特別嘅焦香味啊。即係其他地方唔會有囉。,Fiona,Female,"Audience, 何爸",Informative,,,
178,2,18:04,18:09,真係要飲就飲啦。,何爸,Male,Audience,Urgent,,,
179,2,18:09,18:23,如果我平時呢我係會飲呢種無糖嘅豆漿嘅。今日加少少糖同埋熱呢係好好飲嘅，今朝先整。鳳姐。,Fiona,Female,Audience,Satisfied,,,
180,2,18:23,18:26,呢個好飲呀！ 我鍾意飲熱嘅。,何爸,Male,Fiona,Satisfied,,,
181,2,18:26,18:38,完全係冇停過，但係每次嚟到呢度就會好開心㗎啦，然後會嚟探吓佢喇。跟住我會拎日本手信俾佢。,Fiona,Female,Audience,Affectionate,,,
182,2,18:38,18:44,睇吓幾勤力。 青椒，嘩，真係好食喇。,何爸,Male,Audience,Impressed,,,
183,2,18:45,18:45,拜拜。,鳳姐,Female,"Fiona, 何爸",Friendly,,,
184,2,18:50,19:48,"有檔喺街市入面佢個蝦膠係自己有個工場發嘅。我覺得我試過咁多間嘅蝦膠，因為我自己好鍾意食海鮮嘅，我覺得佢嘅蝦膠呢我係覺得差唔多全港啦，雖然我冇食過全港，但係暫時係我食過我覺得最好食嘅蝦膠，因為佢係好彈牙啦，而佢冇溝其他嘢即係通常其他啲有撈咗啲肥豬肉。我就超級強力推介。咁佢有明太子墨魚膠、墨魚膠同埋蝦膠，但係最好食都係蝦膠。咁我哋今日雖然有呢個花竹蝦，咁我哋都買少少呢個返去打邊爐啦。
排緊隊啦，真係排緊隊啦。
蝦膠我覺得真係暫時食過嚟講最好食嘅同埋真係自己整嘅。呢個係明太子墨魚膠。要三Pack $50嘅蝦膠。我幫襯咗好多年㗎啦。",Fiona,Female,Audience,Professional/Informative,,,
185,2,19:51,19:52,蝦膠好食過墨魚膠喎。,店主2（男）,Male,Fiona,Honest,,,
